Date,Open,High,Low,Close,Volume,MA20,MA50,MA100,MA200,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,ATR,Volume_MA20,Relative_Volume
2022-04-25 00:00:00-04:00,19.14478957941765,19.8855759292998,19.039106397949094,19.84270477294922,641566000,23.705810928344725,23.981506271362306,25.691400623321535,24.355611705780028,17.602060574672564,-1.3593402838752482,-0.8838711145789949,-0.47546916929625327,23.705810928344725,29.732381939367926,17.679239917321524,1.366203467238759,539621500.0,1.1889185290059792
2022-04-26 00:00:00-04:00,19.659250704582643,19.729041835581757,18.61437288191269,18.73202133178711,653143000,23.235665798187256,23.878675155639648,25.565360794067384,24.347062854766847,18.097340785025082,-1.4920073176014768,-1.0054983551834913,-0.48650896241798547,23.235665798187256,29.27446514337341,17.196866453001103,1.344268965579234,551003950.0,1.185368997808455
2022-04-27 00:00:00-04:00,18.542593323392335,19.109898429876335,18.235512240679018,18.360139846801758,499460000,22.725141620635988,23.762066421508788,25.428713893890382,24.337962560653686,20.171225936411474,-1.6086115528832394,-1.126120994723441,-0.48249055815979847,22.725141620635988,28.588767143065972,16.861516098206003,1.2694214996038293,551527750.0,0.9055935988714983
2022-04-28 00:00:00-04:00,18.910488306653104,19.977301919519842,18.434910207307524,19.723060607910156,570327000,22.330919647216795,23.628296356201172,25.319981079101563,24.337712326049804,30.262169166099625,-1.572913368210635,-1.21547946942088,-0.3574338987897552,22.330919647216795,27.863252215150457,16.798587079283134,1.29634069422213,556869750.0,1.0241658843921762
2022-04-29 00:00:00-04:00,19.344191306241132,20.068027989686986,18.461827974802564,18.49173927307129,500435000,21.895271396636964,23.4695809173584,25.20547441482544,24.33566665649414,29.87317739668714,-1.625244830084366,-1.2974325415535772,-0.3278122885307888,21.895271396636964,27.178244713940018,16.61229807933391,1.3294557309048858,555719500.0,0.9005172573573539
2022-05-02 00:00:00-04:00,18.48576074197281,19.515682143130196,18.336208020718836,19.47480583190918,572049000,21.537390899658202,23.37048053741455,25.076973648071288,24.342548694610596,39.30175510709362,-1.569302690618489,-1.3518065713665597,-0.21749611925192935,21.537390899658202,26.424067335768633,16.65071446354777,1.3097997682877873,558460200.0,1.0243326203013214
2022-05-03 00:00:00-04:00,19.342202225014407,19.76593718597662,19.075997486229383,19.54360008239746,475751000,21.150646495819093,23.290001678466798,24.955151920318603,24.34669158935547,41.19281686390391,-1.5021017272872577,-1.3818656025506995,-0.1202361247365582,21.150646495819093,25.291628090868784,17.0096649007694,1.2563167848534866,562391750.0,0.8459423524616071
2022-05-04 00:00:00-04:00,19.863641752299557,20.33921986356432,18.695132726502678,20.27341651916504,648855000,20.87163019180298,23.229143142700195,24.85394630432129,24.355319442749025,41.37196081555255,-1.3741144564760646,-1.3803153733357725,0.006200916859707917,20.87163019180298,24.382369451890863,17.360890931715094,1.2993310991033913,573003750.0,1.1323747881231143
2022-05-05 00:00:00-04:00,19.807807888219486,19.865633741473076,18.444880215286258,18.78785514831543,626331000,20.59430856704712,23.158570251464845,24.7407958984375,24.352543268203735,39.38990545900704,-1.3766864253786437,-1.3795895837443468,0.0029031583657030957,20.59430856704712,23.817876526766753,17.370740607327484,1.314998555953253,569128650.0,1.1005086459801312
2022-05-06 00:00:00-04:00,18.68017713798414,19.45386415893865,17.93639951654731,18.61935806274414,633297000,20.31848249435425,23.057493171691895,24.646266384124758,24.34800777435303,35.898354186507476,-1.3764541294888737,-1.3789624928932525,0.002508363404378766,20.31848249435425,23.191046308426145,17.445918680282354,1.3515322788891422,572893900.0,1.105435055251941
2022-05-09 00:00:00-04:00,17.98027188540069,18.20061223010109,16.776867157808468,16.89950180053711,644455000,20.010951614379884,22.91386470794678,24.532783794403077,24.33505234718323,28.718545783133834,-1.4977825552841892,-1.40272650537144,-0.0950560499127493,20.010951614379884,22.967880767211692,17.054022461548076,1.407721279718298,578877600.0,1.113283706261911
2022-05-10 00:00:00-04:00,17.636295630660026,18.1437798648561,16.974274428777502,17.54257583618164,761474000,19.79549560546875,22.77855209350586,24.404578800201417,24.326627750396728,34.146306446669556,-1.5244723384025,-1.427075671977652,-0.09739666642484801,19.79549560546875,22.81499036178575,16.776000849151753,1.3919111771836123,588190950.0,1.2946033936768324
2022-05-11 00:00:00-04:00,17.295314714048374,17.700105173473105,16.518636414884845,16.5804500579834,670167000,19.55252161026001,22.642099838256836,24.287407283782958,24.313821058273316,35.10268879700534,-1.6047610073297847,-1.4626127390480785,-0.14214826828170612,19.55252161026001,22.78912255775395,16.315920662766068,1.3059537116018043,588586400.0,1.1386042898714615
2022-05-12 00:00:00-04:00,16.170677698614824,16.73798268883239,15.520620763164581,16.126808166503906,708728000,19.252019500732423,22.48167922973633,24.171540832519533,24.297276229858397,35.74107483394329,-1.6855653175494716,-1.5072032547483571,-0.17836206280111444,19.252019500732423,22.592670531322593,15.911368470142254,1.322689375584868,598175650.0,1.1848158647046232
2022-05-13 00:00:00-04:00,16.73798356385744,17.874586549641382,16.543564832253985,17.653247833251953,670437000,19.074948501586913,22.361877098083497,24.071756229400634,24.287571334838866,41.45923100594688,-1.6078975493764496,-1.5273421136739755,-0.08055543570247403,19.074948501586913,22.35695253655665,15.792944466617177,1.3870685792839228,603242650.0,1.1113885929650364
2022-05-16 00:00:00-04:00,17.4568392335923,17.735007387650917,17.055039943655906,17.212568283081055,521446000,18.849672031402587,22.24877510070801,23.954047527313232,24.276475219726564,43.74591078087344,-1.5638770392901264,-1.534649098797206,-0.029227940492920546,18.849672031402587,21.98292651933431,15.716417543470865,1.3478996902095288,603029900.0,0.8647100251579565
2022-05-17 00:00:00-04:00,18.020152825002086,18.316268876415904,17.581465054882198,18.122846603393555,585830000,18.64922113418579,22.185464248657226,23.842201862335205,24.268679866790773,49.064749045128394,-1.4389512803167648,-1.5155095351011179,0.07655825478435307,18.64922113418579,21.386256555138182,15.912185713233399,1.364279290505067,606682350.0,0.9656288830555232
2022-05-18 00:00:00-04:00,17.6522521071145,18.06402177879582,16.813758061200716,16.887537002563477,545161000,18.42269821166992,22.094216918945314,23.715610694885253,24.254384050369264,38.710705287511054,-1.4232198842606394,-1.4970516049330223,0.07383172067238286,18.42269821166992,20.93561812440282,15.909778298937024,1.342274038324692,610491700.0,0.8929867514988328
2022-05-19 00:00:00-04:00,16.88654341885772,17.634309101018864,16.684147154926208,17.072986602783203,621310000,18.270204257965087,21.976767959594728,23.577865085601807,24.238728399276734,43.838256118005674,-1.3798819860879092,-1.4736176811639998,0.09373569507609059,18.270204257965087,20.7180262637133,15.822382252216876,1.2954141762681373,608746750.0,1.0206378925226294
2022-05-20 00:00:00-04:00,17.280363930362633,17.35813066451446,15.708061631405265,16.644264221191406,739105000,18.129574394226076,21.857843322753908,23.44204263687134,24.219120416641235,37.08487858809941,-1.3644027175486428,-1.4517746884409284,0.08737197089228554,18.129574394226076,20.61325566657098,15.645893121881171,1.3290280984608398,614466350.0,1.202840481012508
2022-05-23 00:00:00-04:00,16.2255129579709,16.864603890150594,16.130796688219526,16.847654342651367,639889000,17.97982187271118,21.75411331176758,23.311453971862793,24.201879692077636,37.84826415564104,-1.3205014835903164,-1.425520047470806,0.10501856388048969,17.97982187271118,20.388629488522643,15.57101425689972,1.3321614914739703,614382500.0,1.041515668170887
2022-05-24 00:00:00-04:00,16.460807557170174,16.54754822824325,15.732982147525236,16.105867385864258,588550000,17.84851417541504,21.650901679992675,23.17758436203003,24.181283807754518,31.235391919094766,-1.3302313682545304,-1.406462311627551,0.07623094337302061,17.84851417541504,20.36842433599466,15.328604014835419,1.2943461384785768,611152850.0,0.9630160441860003
2022-05-25 00:00:00-04:00,15.97227052482503,17.060019607721216,15.952329656354774,16.92442512512207,781132000,17.776728439331055,21.531299018859862,23.053644828796386,24.16656952857971,41.073653364929356,-1.2573971121588663,-1.3766492717338141,0.11925215957494784,17.776728439331055,20.316988069234682,15.236468809427429,1.242857113299124,625236450.0,1.2493385502396732
2022-05-26 00:00:00-04:00,15.9882223241749,18.03809652185166,15.974264096032462,17.797815322875977,996575000,17.680466175079346,21.398795013427733,22.93136152267456,24.157403106689454,46.31353897690596,-1.1163317719535897,-1.3245857717777691,0.20825399982417947,17.680466175079346,20.050377231176093,15.3105551189826,1.281883383543971,646548850.0,1.541376185264269
2022-05-27 00:00:00-04:00,18.1318174179565,18.82474642934616,18.046073205336302,18.754955291748047,738379000,17.693626976013185,21.28004985809326,22.826933441162108,24.15199595451355,58.93764945971244,-0.9167357184701608,-1.2430157611162476,0.3262800426460868,17.693626976013185,20.085330669783986,15.301923282242386,1.2236291122250076,658446050.0,1.121396354340648
2022-05-31 00:00:00-04:00,18.923450248875827,19.14279599466487,18.295328116993222,18.616369247436523,664100000,17.65070514678955,21.124893531799316,22.73792642593384,24.144485731124878,55.43665459222942,-0.7609652103758542,-1.146605650968169,0.38564044059231484,17.65070514678955,19.936274552687422,15.365135740891679,1.1952855274644831,663048600.0,1.0015857057838595
2022-06-01 00:00:00-04:00,18.668216603337324,18.9962349851399,18.068008952451528,18.265419006347656,544514000,17.58679609298706,20.957114868164062,22.639688034057617,24.1364066696167,59.093859741046906,-0.6582468519230069,-1.0489338911591366,0.3906870392361297,17.58679609298706,19.715611687448813,15.457980498525309,1.1771967613287768,666486750.0,0.8169914855771702
2022-06-02 00:00:00-04:00,18.237500543404728,19.560546538437922,18.14378074438324,19.533626556396484,648656000,17.549806594848633,20.81888790130615,22.563412380218505,24.137120170593263,66.9007652945362,-0.4691005630808647,-0.9329672255434823,0.46386666246261765,17.549806594848633,19.500308300713503,15.599304888983763,1.1914398947849822,666476800.0,0.9732611847854269
2022-06-03 00:00:00-04:00,19.025145546199308,19.27440066641679,18.46681270771289,18.664222717285156,598779000,17.54362497329712,20.681019706726076,22.47691747665405,24.135569429397584,55.36505387706781,-0.384917303283725,-0.8233572410915309,0.4384399378078059,17.54362497329712,19.47832555511271,15.608924391481532,1.1427995708954193,665099200.0,0.9002852506814021
2022-06-06 00:00:00-04:00,19.081979003796526,19.279389055591135,18.508691344014494,18.730030059814453,422406000,17.549158573150635,20.494297599792482,22.386923789978027,24.130570783615113,58.3865654218661,-0.3093256473060393,-0.7205509223344325,0.41122527502839323,17.549158573150635,19.497399780312932,15.60091736598834,1.149280304294107,654554650.0,0.6453334339615493
2022-06-07 00:00:00-04:00,18.416962071987143,18.943388753536723,18.133807865598357,18.869609832763672,388914000,17.64766397476196,20.31949993133545,22.296511631011963,24.12119758605957,54.51146594210163,-0.2354417680306362,-0.6235290914736733,0.3880873234430371,17.64766397476196,19.65589856894156,15.639429380582364,1.128271753908644,641777600.0,0.6059949739598266
2022-06-08 00:00:00-04:00,18.74695362356912,19.12689931949138,18.4836845843309,18.596372604370117,363252000,17.700353813171386,20.12872890472412,22.217562217712402,24.10476788520813,61.6816159167529,-0.19666914273764746,-0.5381571017264681,0.3414879589888207,17.700353813171386,19.75181078171961,15.648896844623165,1.0807093391206184,621866500.0,0.5841318032085665
2022-06-09 00:00:00-04:00,18.429833350813585,18.880581583160353,17.991051027241866,17.998031616210938,395574000,17.771232891082764,19.917277069091796,22.12897096633911,24.086168622970582,55.985718891022124,-0.2117813910052675,-0.472881959582228,0.2611005685769605,17.771232891082764,19.75666458617426,15.785801195991267,1.076378525536749,608136850.0,0.6504687226238633
2022-06-10 00:00:00-04:00,17.5512700639211,17.64800161515912,16.822293135540402,16.927003860473633,465248000,17.81124267578125,19.70366714477539,22.040026721954344,24.06012145996094,51.68912613301021,-0.3066461199802468,-0.43963479166183184,0.132988671681585,17.81124267578125,19.686330583855828,15.936154767706673,1.0424977717911308,595962850.0,0.7806661103120773
2022-06-13 00:00:00-04:00,15.955702020878928,16.266838484183843,15.562792805356883,15.603679656982422,604153000,17.708764266967773,19.47164665222168,21.94618293762207,24.028180208206177,43.445409753721854,-0.4830401190855298,-0.44831585714657146,-0.034724261938958334,17.708764266967773,19.828303455988724,15.589225077946821,1.0875266184472507,592648650.0,1.0194117543337018
2022-06-14 00:00:00-04:00,15.68744927445471,16.021521877799216,15.369332170298332,15.792159080505371,469680000,17.63774380683899,19.2548415184021,21.863365049362184,23.994351153373717,48.2447002484176,-0.6007004194244665,-0.47879276960215045,-0.12190764982231606,17.63774380683899,19.91649725863025,15.35899035504773,1.0544921550454476,590060350.0,0.7959863766477446
2022-06-15 00:00:00-04:00,16.05043621718236,16.82129668540045,15.88190446378965,16.48124122619629,563936000,17.555663537979125,19.03889657974243,21.79517357826233,23.96370840549469,47.48378444641005,-0.6310693106955902,-0.5092480778208384,-0.12182123287475188,17.555663537979125,19.87867597566594,15.232651100292312,1.048881273154636,588965650.0,0.9575023602819621
2022-06-16 00:00:00-04:00,15.816091666385807,15.897865381945072,15.358362760963734,15.557808876037598,545749000,17.48917713165283,18.832977905273438,21.717767753601073,23.92993857383728,37.3540256042517,-0.7213350476221478,-0.5516654717811003,-0.16966957584104758,17.48917713165283,19.96386833281277,15.01448593049289,0.9816702759698757,588995050.0,0.9265765476297296
2022-06-17 00:00:00-04:00,15.604676739581116,15.950716157739642,15.285562995334534,15.836034774780273,630334000,17.427329540252686,18.66301284790039,21.653591117858888,23.897280797958373,32.15313628435658,-0.7616410655694921,-0.5936605905387786,-0.16798047503071345,17.427329540252686,20.005481517102645,14.849177563402728,0.9558289942509417,589446250.0,1.0693663756449379
2022-06-21 00:00:00-04:00,16.429388214877477,16.960911609240924,16.361575686273117,16.5201358795166,483089000,17.421123123168947,18.510697975158692,21.591789627075194,23.868267793655395,37.984722319097386,-0.729968016397482,-0.6209220757105194,-0.1090459406869626,17.421123123168947,20.007795841735803,14.83445040460209,0.9756439197358705,576645450.0,0.8377574122886082
2022-06-22 00:00:00-04:00,16.18107890643938,16.615872682415247,16.135206727012413,16.314708709716797,437135000,17.394475841522215,18.37598976135254,21.5361877822876,23.83599997520447,38.629145465384596,-0.7132215781254096,-0.6393819761934975,-0.07383960193191219,17.394475841522215,20.016758683319612,14.772192999724819,0.9436753427869036,566507750.0,0.7716311030166842
2022-06-23 00:00:00-04:00,16.473265177528255,16.539082437023865,15.809109627633456,16.18008041381836,463680000,17.398186492919923,18.26255744934082,21.47030782699585,23.803961029052733,27.475132922061334,-0.702712847207561,-0.6520481503963103,-0.05066469681125074,17.398186492919923,20.012991056835,14.783381929004845,0.8946187010251697,560264250.0,0.8276094717805036
2022-06-24 00:00:00-04:00,16.454318352824092,17.09254584996885,16.26484385133375,17.078584671020508,472153000,17.405894470214843,18.175330543518065,21.397004776000976,23.778024339675902,39.39116788000739,-0.6147958341223791,-0.6445976871415241,0.029801853019144953,17.405894470214843,20.015722899467857,14.79606604096183,0.8835938144156623,544815300.0,0.8666294797521289
2022-06-27 00:00:00-04:00,17.26407044859053,17.282020263994987,16.579968879448046,16.822296142578125,427968000,17.35711851119995,18.069039459228517,21.3196236038208,23.751613550186157,37.55340687784269,-0.5593534320183124,-0.6275488361168818,0.06819540409856939,17.35711851119995,19.972563495493514,14.741673526906384,0.8786905053421122,516384950.0,0.8287770586652458
2022-06-28 00:00:00-04:00,16.853213451837764,17.154377436974972,15.900857361660135,15.937755584716797,461149000,17.21625852584839,17.96390121459961,21.227376079559328,23.719279975891112,32.566418111718846,-0.5801028944497233,-0.6180596477834501,0.037956753333726834,17.21625852584839,19.818137885300224,14.614379166396551,0.9104004472975744,502523450.0,0.9176666282936647
2022-06-29 00:00:00-04:00,15.770217280899118,15.776200235548698,15.128000214513376,15.498970031738281,482352000,17.060388565063477,17.839518661499024,21.143639965057375,23.686377153396606,31.937633693884166,-0.6247515727239019,-0.6193980327715405,-0.00535353995236143,17.060388565063477,19.68253303903159,14.438244091095362,0.9222962069434988,493436050.0,0.9775370080884849
2022-06-30 00:00:00-04:00,15.31847343700277,15.523903457243852,14.820855311845145,15.117033004760742,686070000,16.90296926498413,17.69922203063965,21.052386169433593,23.651116104125975,32.76457899634997,-0.6830809658574495,-0.6321346193887223,-0.0509463464687272,16.90296926498413,19.597533522299443,14.208405007668818,0.9089760347635145,500513850.0,1.3707312994435619
2022-07-01 00:00:00-04:00,14.857751323588166,15.021296837715987,14.352155016267275,14.482791900634766,577610000,16.650427532196044,17.560517959594726,20.95071283340454,23.612190494537355,34.57131236990969,-0.7715909663241796,-0.6600258887758137,-0.11156507754836587,16.650427532196044,19.252028970333377,14.048826094058711,0.8796288567508668,496961550.0,1.1622830780369227
2022-07-05 00:00:00-04:00,14.135756912052631,14.929552726095583,14.016089244404482,14.922572135925293,651397000,16.46334500312805,17.456512088775636,20.849649286270143,23.575957140922547,45.16083831742962,-0.7970611648282233,-0.6874329439862956,-0.10962822084192769,16.46334500312805,18.992321641306383,13.93436836494972,0.8474326015061776,499592450.0,1.3038567736562072
2022-07-06 00:00:00-04:00,14.968445164272264,15.276589715480245,14.748056331462374,15.088112831115723,529066000,16.281249141693117,17.369137115478516,20.73432140350342,23.542255926132203,44.981504372657795,-0.794727604896508,-0.7088918761683382,-0.0858357287281698,16.281249141693117,18.641887226656078,13.920611056730156,0.8386000069716767,504925450.0,1.0478101272177902
2022-07-07 00:00:00-04:00,15.413208995404638,15.900854523259023,15.346394102933195,15.814095497131348,492903000,16.128473424911498,17.28856492996216,20.63503560066223,23.51610670566559,45.269419775235,-0.7259294452120493,-0.7122993899770804,-0.013630055234968852,16.128473424911498,18.15574646323709,14.101200386585905,0.8231431560608352,510124900.0,0.9662398365576744
2022-07-08 00:00:00-04:00,15.387279041867904,15.992598782236247,15.346392193959362,15.794149398803711,467972000,15.988362264633178,17.22980749130249,20.554241323471068,23.489194960594176,51.9221148731628,-0.6653461946681727,-0.7029087509152989,0.03756255624712623,15.988362264633178,17.652241328836592,14.324483200429762,0.7890951648497159,515360900.0,0.9080471568564864
2022-07-11 00:00:00-04:00,15.483016286395417,15.484013921133512,14.996367398257068,15.110052108764648,437321000,15.843963289260865,17.164805736541748,20.463436079025268,23.455399088859558,44.46136133656997,-0.6648702557589274,-0.6953010518840247,0.030430796125097248,15.843963289260865,17.255642458258055,14.432284120263672,0.798568653288397,517448250.0,0.8451492492244393
2022-07-12 00:00:00-04:00,15.22572805239749,15.388276870570849,14.83581079611465,15.040243148803711,458483000,15.749625253677369,17.07114938735962,20.349722871780397,23.41855803966522,37.54195952296924,-0.6624893060604329,-0.6887387027193064,0.02624939665887349,15.749625253677369,17.10771809198807,14.391532415366667,0.7576821704309361,517110000.0,0.8866256695867417
2022-07-13 00:00:00-04:00,14.549606661502255,15.332433178961859,14.424952733218012,15.122016906738281,521918000,15.725542116165162,17.00375494003296,20.236667928695677,23.384124283790587,39.746204147143686,-0.646550891207168,-0.6803011404168787,0.0337502492097107,15.725542116165162,17.111332327195502,14.339751905134822,0.7881689197410084,512998250.0,1.0173874862146215
2022-07-14 00:00:00-04:00,15.06617297485196,15.430162236147307,14.687224899011335,15.329442024230957,456235000,15.70240626335144,16.920847663879396,20.14566410064697,23.352825775146485,42.77730784933808,-0.6101486947989887,-0.6662706512933008,0.056121956494312064,15.70240626335144,17.098922306327466,14.305890220375415,0.7890949574371201,512326000.0,0.8905169755194935
2022-07-15 00:00:00-04:00,15.615647329390558,15.738305988579,15.40223910380052,15.718361854553223,385935000,15.664262294769287,16.84434289932251,20.067172288894653,23.328261141777038,37.35633233404741,-0.5436502502392475,-0.6417465710824901,0.0980963208432426,15.664262294769287,17.012031794165026,14.316492795373549,0.7531234237369453,503425950.0,0.766617215501108
2022-07-18 00:00:00-04:00,16.25686691896844,16.850218938777058,15.957698248928537,16.05642318725586,670517000,15.6891930103302,16.760003032684327,19.99457308769226,23.30629382610321,42.987590519630615,-0.4583870292404999,-0.6050746627140922,0.14668763347359226,15.6891930103302,17.04707987371296,14.33130614694744,0.7838238308567235,509664350.0,1.3156050643918884
2022-07-19 00:00:00-04:00,16.440358091474902,17.062631077163257,16.127228231279975,16.944957733154297,702366000,15.744639158248901,16.723145084381102,19.940857667922973,23.287777457237244,59.215303787205336,-0.3154813278821713,-0.547155995747708,0.2316746678655367,15.744639158248901,17.213775425385244,14.27550289111256,0.766158674756192,513265950.0,1.3684250825522324
2022-07-20 00:00:00-04:00,16.900084012250357,17.8833544065657,16.754488293525725,17.757701873779297,760538000,15.806517457962036,16.705911960601806,19.88170256614685,23.273195214271546,69.34245587282672,-0.13508865231929335,-0.4647425270620251,0.3296538747427318,15.806517457962036,17.500262257397928,14.112772658526145,0.7889522992445174,527138400.0,1.442767212557461
2022-07-21 00:00:00-04:00,17.835484504614854,18.093766321144624,17.496425663382336,18.00002670288086,557049000,15.89078335762024,16.72792245864868,19.820893583297728,23.264858078956603,75.29305437863033,0.02711486791976725,-0.36637104806566667,0.3934859159854339,15.89078335762024,17.83948732579238,13.9420793894481,0.7814017644133446,533134100.0,1.0448571944657077
2022-07-22 00:00:00-04:00,17.843461655137467,17.917256187628578,17.089554175506528,17.27105140686035,536671000,15.945331907272339,16.722491970062254,19.750522031784058,23.249292817115784,74.06196505227673,0.09573652121175869,-0.27394953421018164,0.36968605542194033,15.945331907272339,17.986993264036894,13.903670550507782,0.7918013743334064,536783650.0,0.9997901389135082
2022-07-25 00:00:00-04:00,16.971882360366042,17.0765931156567,16.602907762705456,16.976869583129883,480748000,15.940246152877808,16.730420360565187,19.68626009941101,23.23101574420929,68.18504230088732,0.12494141439124107,-0.1941713444898971,0.31911275888113816,15.940246152877808,17.97049638670653,13.909995919049086,0.774278528795106,537213400.0,0.89489204848576
2022-07-26 00:00:00-04:00,16.842239834616713,16.872157459195602,16.43237845884533,16.487226486206055,397865000,15.923492670059204,16.73762872695923,19.60965397834778,23.2084215593338,61.71312415818834,0.10733905898646867,-0.13386926379462394,0.2412083227810926,15.923492670059204,17.928468731016384,13.918516609102024,0.7754183673855831,535708250.0,0.7426897009706309
2022-07-27 00:00:00-04:00,16.984844729606653,17.886343144331377,16.866174710818715,17.740747451782227,569776000,16.013642263412475,16.739378719329835,19.550627908706666,23.193311009407044,64.82049750143017,0.192320777117164,-0.06863125561226635,0.26095203272943035,16.013642263412475,18.177183965107783,13.850100561717166,0.8173022935271561,541139600.0,1.0529186923300382
2022-07-28 00:00:00-04:00,17.925235866496404,18.089778068252926,17.39171718778261,17.9342098236084,474646000,16.13540425300598,16.75381155014038,19.501293325424193,23.179845547676088,66.03408232828077,0.27214310130122854,-0.00047638422956737536,0.2726194855307959,16.13540425300598,18.446089177946707,13.824719328065253,0.8210061715409726,540754300.0,0.8777479901685479
2022-07-29 00:00:00-04:00,17.763685253323978,18.193491806144685,17.643019947154993,18.112716674804688,435460000,16.28518843650818,16.753608951568605,19.469536600112914,23.167392258644103,74.34112810928004,0.3458204761699122,0.06878298785032853,0.27703748831958364,16.28518843650818,18.703778120720777,13.86659875229558,0.8033411614297618,528223800.0,0.8243854214823338
