Date,Open,High,Low,Close,Volume,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,ATR
2026-06-30 14:38:00+00:00,198.02999877929688,198.27999877929688,197.8000030517578,197.85000610351562,219414,0.004711200845150643,0.012879874826441134,-0.008168673981290491,197.9648468017578,198.27486407713297,197.65482952638263,0.3152803693498884
2026-06-30 14:39:00+00:00,197.86000061035156,197.88999938964844,197.7100067138672,197.7550048828125,176817,-0.01375014523551954,0.007553870814048999,-0.02130401604956854,197.95384674072267,198.2776518380709,197.63004164337443,0.31027984619140625
2026-06-30 14:40:00+00:00,197.75,197.82000732421875,197.52999877929688,197.61990356445312,201063,-0.03883477915374556,-0.0017238591795099125,-0.03711091997423564,197.94834213256837,198.29134405821324,197.6053402069235,0.31027984619140625
2026-06-30 14:41:00+00:00,197.61000061035156,197.86000061035156,197.4600067138672,197.48989868164062,334849,-0.06841618066269461,-0.015062323476146854,-0.05335385718654776,197.92983703613282,198.32834911770377,197.53132495456188,0.32813589913504465
2026-06-30 14:42:00+00:00,197.485107421875,197.53990173339844,197.3300018310547,197.49000549316406,175009,-0.0908043002343959,-0.030210718827796662,-0.060593581406599234,197.90534210205078,198.34860784339918,197.46207636070238,0.3266993931361607
2026-06-30 14:43:00+00:00,197.52499389648438,197.74000549316406,197.3800048828125,197.69000244140625,241724,-0.09135587040677251,-0.04243974914359183,-0.04891612126318068,197.88409194946288,198.325783079952,197.44240081897377,0.33455657958984375
2026-06-30 14:44:00+00:00,197.69500732421875,197.9499969482422,197.69329833984375,197.8800048828125,179271,-0.07559002982668517,-0.0490698052802105,-0.026520224546474666,197.87934188842775,198.3189547729632,197.4397290038923,0.30955614362444195
2026-06-30 14:45:00+00:00,197.8800048828125,197.9550018310547,197.4199981689453,197.58999633789062,283220,-0.08551103546483318,-0.05635805131713505,-0.02915298414769814,197.86509170532227,198.32337757575579,197.40680583488876,0.3327702113560268
2026-06-30 14:46:00+00:00,197.61500549316406,197.6300048828125,197.14999389648438,197.1699981689453,255090,-0.12581354583261373,-0.07024915022023079,-0.05556439561238294,197.82884140014647,198.3820334350567,197.27564936523623,0.33880724225725445
2026-06-30 14:47:00+00:00,197.15899658203125,197.38009643554688,197.13999938964844,197.32989501953125,210140,-0.14320050979668508,-0.08483942213552165,-0.058361087661163435,197.7980857849121,198.39105096397554,197.20512060584866,0.33381434849330355
2026-06-30 14:48:00+00:00,197.2899932861328,197.3699951171875,197.13999938964844,197.2198944091797,156744,-0.1639658378331319,-0.1006647052750437,-0.0633011325580882,197.7665802001953,198.41252204247456,197.12063835791605,0.3323854718889509
2026-06-30 14:49:00+00:00,197.1999969482422,197.49000549316406,197.07000732421875,197.39999389648438,201091,-0.1639995022609071,-0.11333166467221639,-0.0506678375886907,197.75158004760743,198.41765198922658,197.08550810598828,0.32952771868024555
2026-06-30 14:50:00+00:00,197.4149932861328,197.8096923828125,197.4149932861328,197.6898956298828,204585,-0.13903087312542084,-0.11847150636285729,-0.02055936676256355,197.7345748901367,198.3879629297274,197.08118685054603,0.3399778093610491
2026-06-30 14:51:00+00:00,197.6699981689453,197.6699981689453,197.41000366210938,197.48599243164062,130359,-0.13414994163258598,-0.12160719341680304,-0.01254274821578294,197.6973747253418,198.3157810057203,197.0789684449633,0.34104156494140625
2026-06-30 14:52:00+00:00,197.4600067138672,197.4600067138672,196.8300018310547,196.875,402319,-0.1775372127405319,-0.1327931972815488,-0.0447440154589831,197.64068450927735,198.34129495586254,196.94007406269216,0.3536126273018973
2026-06-30 14:53:00+00:00,196.8574981689453,196.92999267578125,196.64999389648438,196.68499755859375,316627,-0.22466376277782274,-0.1511673103808036,-0.07349645239701913,197.56768417358398,198.34688476039318,196.7884835867748,0.36075592041015625
2026-06-30 14:54:00+00:00,196.68499755859375,196.72000122070312,196.42999267578125,196.55999755859375,331749,-0.2689975126614286,-0.1747333508369286,-0.09426416182449998,197.47918395996095,198.2950319502799,196.663335969642,0.36075592041015625
2026-06-30 14:55:00+00:00,196.53500366210938,196.81900024414062,196.4600067138672,196.81500244140625,234061,-0.28032416351214806,-0.1958515133719725,-0.08447265014017555,197.4250289916992,198.2671600536686,196.58289792972982,0.3578273228236607
2026-06-30 14:56:00+00:00,196.80999755859375,197.0198974609375,196.80999755859375,196.9600067138672,257187,-0.2744364504095529,-0.21156850077948858,-0.06286794963006431,197.37902450561523,198.21699932396794,196.54104968726253,0.3578273228236607
2026-06-30 14:57:00+00:00,196.97000122070312,197.0500030517578,196.75,196.8699951171875,208059,-0.2738765011280293,-0.22403010084919675,-0.04984640027883255,197.3212745666504,198.13050966842732,196.51203946487348,0.35354178292410715
2026-06-30 14:58:00+00:00,196.8699951171875,196.97000122070312,196.74000549316406,196.90499877929688,153533,-0.26752437977191335,-0.23272895663374008,-0.03479542313817327,197.27402420043944,198.06338349268015,196.48466490819874,0.35139901297433035
2026-06-30 14:59:00+00:00,196.89999389648438,197.10000610351562,196.85000610351562,197.05999755859375,161876,-0.2471343606484595,-0.235610037436684,-0.011524323211775517,197.23927383422853,198.0001572080624,196.47839046039465,0.33104160853794645
2026-06-30 15:00:00+00:00,197.05999755859375,197.3699951171875,197.00999450683594,197.3699951171875,238243,-0.20361377847706308,-0.22921078564475983,0.02559700716769675,197.22677841186524,197.96932991869852,196.48422690503196,0.3224694388253348
2026-06-30 15:01:00+00:00,197.36000061035156,197.75990295410156,197.3300018310547,197.6699981689453,256200,-0.14326420394635875,-0.21202146930507962,0.06875726535872087,197.23578338623048,197.99592986821654,196.47563690424442,0.33602687290736605
2026-06-30 15:02:00+00:00,197.66000366210938,197.75,197.47999572753906,197.7332000732422,186335,-0.08930738590638043,-0.1874786526253398,0.09817126671895937,197.24794311523436,198.03259791731512,196.4632883131536,0.33888462611607145
2026-06-30 15:03:00+00:00,197.73309326171875,197.735107421875,197.44500732421875,197.5500030517578,151689,-0.06062978504294847,-0.16210887910886154,0.10147909406591307,197.24094314575194,198.01136186559842,196.47052442590547,0.32960619245256695
2026-06-30 15:04:00+00:00,197.5399932861328,197.66990661621094,197.4199981689453,197.66000366210938,135990,-0.028695664053032033,-0.13542623609769563,0.1067305720446636,197.2299430847168,197.96752527342403,196.4923608960096,0.31819261823381695
2026-06-30 15:05:00+00:00,197.66000366210938,197.6699981689453,197.44009399414062,197.45989990234375,137099,-0.019311730563003948,-0.11220333499075731,0.09289160442775336,197.22343826293945,197.94986080098263,196.49701572489627,0.31462206159319195
2026-06-30 15:06:00+00:00,197.44009399414062,197.61000061035156,197.32000732421875,197.55999755859375,165259,-0.0037545709988648923,-0.09051358219237883,0.08675901119351394,197.24293823242186,197.98410906046,196.5017674043837,0.2884793962751116
2026-06-30 15:07:00+00:00,197.56500244140625,197.60000610351562,197.36500549316406,197.48500061035156,125706,0.002494211375363875,-0.0719120234788303,0.07440623485419418,197.25069351196288,197.99890784339465,196.5024791805311,0.28526524135044645
2026-06-30 15:08:00+00:00,197.48500061035156,197.7834014892578,197.47000122070312,197.6999969482422,175382,0.02451226199744383,-0.05262716638357548,0.07713942838101931,197.27469863891602,198.04910059194734,196.5002966858847,0.2869360787527902
2026-06-30 15:09:00+00:00,197.7198944091797,197.7899932861328,197.60000610351562,197.7449951171875,130110,0.04507312696480881,-0.033087107713898625,0.07816023467870743,197.29194869995118,198.09301324323027,196.49088415667208,0.27486419677734375
2026-06-30 15:10:00+00:00,197.7449951171875,197.8800048828125,197.6999969482422,197.82000732421875,170926,0.06665229264871186,-0.01313922764137653,0.07979152029008839,197.29845428466797,198.11508840500147,196.48182016433447,0.2727290562220982
2026-06-30 15:11:00+00:00,197.81500244140625,197.83999633789062,197.64199829101562,197.72000122070312,144899,0.07482178123569838,0.004452974134038452,0.07036880710165994,197.3101547241211,198.14461349833962,196.4756959499026,0.26544298444475445
2026-06-30 15:12:00+00:00,197.7100067138672,197.97999572753906,197.6699981689453,197.96499633789062,173776,0.09991347786740334,0.023545074880711434,0.07636840298669191,197.36465454101562,198.22152524578078,196.50778383625047,0.2711574009486607
2026-06-30 15:13:00+00:00,197.97000122070312,198.64500427246094,197.97000122070312,198.61000061035156,571716,0.16988693168835312,0.05281344624223977,0.11707348544611335,197.4609046936035,198.4224004092733,196.4994089779337,0.30187225341796875
2026-06-30 15:14:00+00:00,198.61000061035156,198.6199951171875,198.22999572753906,198.28500366210938,197779,0.19684772235285664,0.08162030146436315,0.11522742088849348,197.5471549987793,198.47734736083947,196.6169626367191,0.30401502336774555
2026-06-30 15:15:00+00:00,198.27999877929688,198.3000030517578,198.09500122070312,198.13999938964844,236940,0.20416027766458456,0.10612829670440743,0.09803198096017712,197.6134048461914,198.51224748840488,196.71456220397792,0.28795078822544645
2026-06-30 15:16:00+00:00,198.14500427246094,198.1999969482422,198.02999877929688,198.11500549316406,144081,0.2055690597116211,0.12601644930585015,0.07955261040577094,197.67115478515626,198.54119216295598,196.80111740735654,0.2808074951171875
2026-06-30 15:17:00+00:00,198.10000610351562,198.11500549316406,197.82009887695312,197.83999633789062,212036,0.18239208670999574,0.13729157678667928,0.04510050992331646,197.71965484619142,198.505743025535,196.93356666684784,0.28115081787109375
2026-06-30 15:18:00+00:00,197.83999633789062,198.04989624023438,197.80999755859375,198.0399932861328,152675,0.17810911983957567,0.14545508539725854,0.032654034442317126,197.7764045715332,198.47372743028296,197.07908171278342,0.2804358346121652
2026-06-30 15:19:00+00:00,198.05999755859375,198.05999755859375,197.82000732421875,197.9499969482422,210187,0.16554459041034875,0.14947298639987658,0.016071604010472168,197.82090454101564,198.43426824589915,197.20754083613213,0.28115626743861605
2026-06-30 15:20:00+00:00,197.92999267578125,198.00999450683594,197.77000427246094,198.0,155140,0.15780288526659092,0.15113896617321945,0.006663919093371468,197.85240478515624,198.4320475028873,197.2727620674252,0.2775846208844866
2026-06-30 15:21:00+00:00,198.0,198.0800018310547,197.72999572753906,197.75,114211,0.1299961033417958,0.14691039360693472,-0.016914290265138937,197.85640487670898,198.43183634554006,197.2809734078779,0.28579929896763395
2026-06-30 15:22:00+00:00,197.77000427246094,197.86000061035156,197.77000427246094,197.82000732421875,91766,0.11231335586444402,0.13999098605843657,-0.027677630193992553,197.86074523925782,198.4335674521585,197.28792302635713,0.271270751953125
2026-06-30 15:23:00+00:00,197.8300018310547,197.88499450683594,197.7700958251953,197.80999755859375,96639,0.09638092732529913,0.1312689743118091,-0.03488804698650996,197.8737449645996,198.42838659928208,197.31910332991714,0.26590728759765625
2026-06-30 15:24:00+00:00,197.82000732421875,197.89999389648438,197.77999877929688,197.85000610351562,106579,0.08599146208385378,0.12221347186621803,-0.036222009782364256,197.88324508666992,198.42890799044338,197.33758218289645,0.2616206577845982
2026-06-30 15:25:00+00:00,197.86000061035156,197.99920654296875,197.75010681152344,197.99000549316406,152865,0.08803965046112694,0.11537870758519982,-0.027339057124072877,197.90975036621094,198.41912130210105,197.40037943032084,0.2652707781110491
2026-06-30 15:26:00+00:00,197.97999572753906,197.97999572753906,197.82119750976562,197.9499969482422,120445,0.08544949075769637,0.10939286421969913,-0.02394337346200276,197.92925033569335,198.41137651459113,197.44712415679558,0.25518580845424105
2026-06-30 15:27:00+00:00,197.92999267578125,197.97000122070312,197.75,197.9550018310547,178945,0.0828456298952176,0.10408341735480282,-0.021237787459585225,197.9527503967285,198.38715915705313,197.51834163640387,0.22232818603515625
2026-06-30 15:28:00+00:00,197.9600067138672,198.22000122070312,197.92999267578125,198.21009826660156,181741,0.10021103142955212,0.10330894016975269,-0.003097908740200564,197.97825546264647,198.4100718381262,197.54643908716673,0.21518598284040177
2026-06-30 15:29:00+00:00,198.2100067138672,198.30880737304688,198.08999633789062,198.24000549316406,159590,0.11506015860896923,0.105659183857596,0.009400974751373234,198.0030059814453,198.43527331861557,197.57073864427505,0.21617235456194198
2026-06-30 15:30:00+00:00,198.24000549316406,198.35000610351562,198.19000244140625,198.32000732421875,138642,0.131764775729863,0.11088030223204941,0.020884473497813597,198.02800598144532,198.47334744334165,197.58266451954898,0.21545846121651785
2026-06-30 15:31:00+00:00,198.3300018310547,198.3498992919922,198.1999969482422,198.24000549316406,148256,0.13696893338169502,0.11609802846197853,0.020870904919716493,198.05400619506835,198.48409051291142,197.62392187722529,0.20510101318359375
2026-06-30 15:32:00+00:00,198.22999572753906,198.32000732421875,198.1999969482422,198.23500061035156,152117,0.13908611543863003,0.12069564585730884,0.018390469581321192,198.0675064086914,198.5027463498952,197.6322664674876,0.19653756277901785
2026-06-30 15:33:00+00:00,198.22999572753906,198.27980041503906,198.16000366210938,198.19500732421875,113959,0.13596950174110134,0.12375041703406735,0.012219084707033992,198.04675674438477,198.4060414529932,197.68747203577632,0.18795231410435267
2026-06-30 15:34:00+00:00,198.19500732421875,198.27999877929688,198.17999267578125,198.24000549316406,117962,0.13556779791400686,0.12611389321005526,0.009453904703951604,198.0445068359375,198.39802699156877,197.69098668030625,0.17795344761439733
2026-06-30 15:35:00+00:00,198.22999572753906,198.26980590820312,198.1300048828125,198.22999572753906,145043,0.13290964070145606,0.12747304270833543,0.005436597993120629,198.04900665283202,198.40985965136977,197.68815365429427,0.16293879917689733
2026-06-30 15:36:00+00:00,198.2100067138672,198.22500610351562,198.02999877929688,198.1300048828125,145866,0.12133592147466743,0.12624561846160184,-0.004909696986934414,198.04975662231445,198.4112489468687,197.68826429776018,0.16936710902622767
2026-06-30 15:37:00+00:00,198.1300048828125,198.1699981689453,198.05029296875,198.16000366210938,127054,0.11327851220704588,0.12365219721069065,-0.010373685003644773,198.06575698852538,198.41632018257766,197.7151937944731,0.16971043178013392
2026-06-30 15:38:00+00:00,198.1699981689453,198.1999969482422,198.02499389648438,198.125,137656,0.10288248902611485,0.1194982555737755,-0.016615766547660643,198.07000732421875,198.42131579141625,197.71869885702125,0.17363956996372767
2026-06-30 15:39:00+00:00,198.14999389648438,198.27000427246094,198.1199951171875,198.24009704589844,100954,0.10274653732895445,0.1161479119248113,-0.013401374595856858,198.08451232910156,198.43889954093814,197.73012511726498,0.1665616716657366
2026-06-30 15:40:00+00:00,198.25,198.25999450683594,197.91000366210938,197.9250030517578,181620,0.07633341851990849,0.10818501324383074,-0.03185159472392225,198.08076248168945,198.44046222614438,197.72106273723452,0.17950330461774552
2026-06-30 15:41:00+00:00,197.92999267578125,198.1199951171875,197.8000030517578,198.11000061035156,132839,0.06952712306141962,0.10045343520734853,-0.03092631214592892,198.09876251220703,198.4230575634266,197.77446746098747,0.1866455078125
2026-06-30 15:42:00+00:00,198.10499572753906,198.3470001220703,198.05999755859375,198.30499267578125,151267,0.07895714610614846,0.09615417738710853,-0.017197031280960076,198.12301177978514,198.43169675534304,197.81432680422725,0.18643079485212052
2026-06-30 15:43:00+00:00,198.3000030517578,198.3000030517578,198.14999389648438,198.17999267578125,75240,0.07547403429097699,0.09201814876788222,-0.016544114476905236,198.14151153564453,198.4133607847536,197.86966228653546,0.1818727765764509
2026-06-30 15:44:00+00:00,198.1699981689453,198.2147979736328,198.00999450683594,198.0500030517578,107064,0.061515454920623824,0.08591760999843055,-0.024402155077806728,198.15151138305663,198.39099900029186,197.9120237658214,0.18507276262555802
2026-06-30 15:45:00+00:00,198.05999755859375,198.16000366210938,198.00990295410156,198.02499389648438,122909,0.04788318285739024,0.07831072457022249,-0.030427541712832254,198.15326080322265,198.388249863153,197.9182717432923,0.18508693150111608
2026-06-30 15:46:00+00:00,198.02000427246094,198.10000610351562,197.95089721679688,198.0800018310547,128613,0.041045047869232576,0.07085758923002451,-0.029812541360791936,198.15976104736328,198.37764558735583,197.94187650737072,0.18716539655412948
2026-06-30 15:47:00+00:00,198.0749969482422,198.10000610351562,197.91000366210938,197.94000244140625,85550,0.024051742389531228,0.06149641986192586,-0.03744467747239463,198.15901107788085,198.37994507840506,197.93807707735664,0.19218008858816965
2026-06-30 15:48:00+00:00,197.94000244140625,198.07000732421875,197.90020751953125,198.0500030517578,90566,0.019238782598563375,0.05304489240925337,-0.033806109810689995,198.15100631713867,198.37571549986546,197.92629713441187,0.19716535295758927
2026-06-30 15:49:00+00:00,198.0500030517578,198.25,198.02999877929688,198.2050018310547,133417,0.027613274756390638,0.04795856887868083,-0.020345294122290192,198.1492561340332,198.37157924132958,197.92693302673683,0.20289393833705358
2026-06-30 15:50:00+00:00,198.2050018310547,198.42999267578125,198.1699981689453,198.32000732421875,167676,0.04303403274207085,0.046973661651358835,-0.003939628909287986,198.1492561340332,198.37157924132958,197.92693302673683,0.20717947823660715
2026-06-30 15:51:00+00:00,198.3300018310547,198.41000366210938,198.19000244140625,198.3300018310547,159557,0.055422689455753016,0.048663467212237674,0.006759222243515342,198.15375595092775,198.38717877619848,197.920333125657,0.2143434797014509
2026-06-30 15:52:00+00:00,198.32809448242188,198.5800018310547,198.29010009765625,198.4949951171875,212365,0.07765916196331091,0.054462606162452326,0.02319655580085858,198.16675567626953,198.4440634625869,197.88944788995215,0.22255052839006698
2026-06-30 15:53:00+00:00,198.50990295410156,198.6199951171875,198.4199981689453,198.6199951171875,177259,0.10416740495969634,0.06440356592190113,0.03976383903779521,198.18800506591796,198.53162978277186,197.84438034906407,0.22612108503069198
2026-06-30 15:54:00+00:00,198.625,198.64999389648438,198.40440368652344,198.5301055908203,280370,0.11657820400779428,0.07483849353907977,0.04173971046871451,198.20251007080077,198.5783574824561,197.82666265914543,0.21866389683314733
2026-06-30 15:55:00+00:00,198.52999877929688,198.55499267578125,198.36000061035156,198.55499267578125,919909,0.12695853250099276,0.08526250133146238,0.041696031169530384,198.2187599182129,198.62637130168528,197.8111485347405,0.2097353254045759
2026-06-30 15:56:00+00:00,198.52999877929688,198.56500244140625,198.32000732421875,198.360107421875,150400,0.11809804559567283,0.09182961018430447,0.026268435411368363,198.23026504516602,198.64031067581186,197.82021941452018,0.20673479352678573
2026-06-30 15:57:00+00:00,198.33999633789062,198.49000549316406,198.32000732421875,198.39999389648438,140555,0.11299204903650661,0.0960620979547449,0.01692995108176172,198.24226455688478,198.65766397067625,197.8268651430933,0.2078061785016741
2026-06-30 15:58:00+00:00,198.38999938964844,198.39999389648438,198.19000244140625,198.2028045654297,154527,0.09197376265629487,0.09524443089505488,-0.003270668238760016,198.24615478515625,198.65837537856686,197.83393419174564,0.20817674909319198
2026-06-30 15:59:00+00:00,198.1999969482422,198.27999877929688,198.14999389648438,198.20989990234375,147931,0.07502432000219983,0.09120040871648388,-0.016176088714284054,198.24464492797853,198.65718003288347,197.83210982307358,0.2067413330078125
2026-06-30 16:00:00+00:00,198.1999969482422,198.2299041748047,197.99029541015625,198.1071014404297,192541,0.05268941702931329,0.08349821037904977,-0.030808793349736477,198.2537498474121,198.64401805518057,197.86348163964365,0.21320561000279017
2026-06-30 16:01:00+00:00,198.09249877929688,198.16000366210938,197.97999572753906,197.99000549316406,192577,0.025249124980604165,0.07184839329936064,-0.04659926831875648,198.24775009155275,198.65080326848317,197.84469691462232,0.21249171665736608
2026-06-30 16:02:00+00:00,197.97999572753906,198.1291046142578,197.91000366210938,198.12899780273438,221641,0.014550286959689629,0.060388772031426445,-0.045838485071736816,198.23895034790038,198.6444190264736,197.83348166932717,0.21601322719029017
2026-06-30 16:03:00+00:00,198.1199951171875,198.1300048828125,198.02000427246094,198.05499267578125,232653,9.86483321128162e-05,0.048330747291563725,-0.04823209895945091,198.2327003479004,198.64577768288572,197.81962301291506,0.20815604073660715
2026-06-30 16:04:00+00:00,198.05499267578125,198.3000030517578,197.97999572753906,198.21499633789062,273029,0.0015388401359359705,0.03897236586043818,-0.03743352572450221,198.24095001220704,198.6451594922783,197.83674053213576,0.21244267054966517
2026-06-30 16:05:00+00:00,198.2200927734375,198.4199981689453,198.2100067138672,198.40139770507812,126642,0.01751928363097477,0.0346817494145455,-0.01716246578357073,198.25977020263673,198.65662696317438,197.86291344209909,0.2117276872907366
2026-06-30 16:06:00+00:00,198.40499877929688,198.61700439453125,198.3800048828125,198.61000061035156,191229,0.04648061176280294,0.03704152188419699,0.00943908987860595,198.28627014160156,198.70287353891197,197.86966674429115,0.20794895717075892
2026-06-30 16:07:00+00:00,198.61500549316406,198.61500549316406,198.4199981689453,198.45989990234375,124733,0.05666757177701243,0.04096673186276008,0.01570083991425235,198.31226501464843,198.70190281155936,197.9226272177375,0.2075925554547991
2026-06-30 16:08:00+00:00,198.4550018310547,198.52999877929688,198.36000061035156,198.3800048828125,107750,0.05762963209019745,0.044299311908247554,0.013330320181949892,198.32876510620116,198.69911229831246,197.95841791408986,0.20219312395368302
