Date,Open,High,Low,Close,Volume
2021-07-12 00:00:00-04:00,20.193741842138916,20.485822176822126,20.141611349333026,20.465620040893555,321984000
2021-07-13 00:00:00-04:00,20.353873559779505,20.41448567344241,20.068029336079224,20.203718185424805,290708000
2021-07-14 00:00:00-04:00,20.311222848316984,20.371085187091623,19.7076060162833,19.796152114868164,380100000
2021-07-15 00:00:00-04:00,19.766469664881527,19.801638809987963,18.815397482477785,18.922901153564453,550564000
2021-07-16 00:00:00-04:00,18.987003411331106,19.113213454930996,18.03169146133854,18.119489669799805,688224000
2021-07-19 00:00:00-04:00,17.8743037047261,18.998477447310524,17.824666134451522,18.736827850341797,749060000
2021-07-20 00:00:00-04:00,18.687196003066212,18.79494899349786,18.12248949419843,18.56946563720703,434687000
2021-07-21 00:00:00-04:00,18.838843731264284,19.482369991726237,18.699164320803426,19.365636825561523,371017000
2021-07-22 00:00:00-04:00,19.597111677737608,19.841550705361282,19.23194698322062,19.54922103881836,323826000
2021-07-23 00:00:00-04:00,19.611077449582748,19.654977514226925,19.206005202834984,19.513301849365234,195672000
2021-07-26 00:00:00-04:00,19.26686406834247,19.39756327254006,18.87077017833942,19.249902725219727,203943000
2021-07-27 00:00:00-04:00,19.220971495871236,19.577155964444557,18.69816886887377,19.16410255432129,248863000
2021-07-28 00:00:00-04:00,19.27484415522082,19.601096419244247,18.951585293113546,19.458423614501953,202191000
2021-07-29 00:00:00-04:00,19.4743906867944,19.807628906073607,19.283827210408294,19.6170654296875,190781000
2021-07-30 00:00:00-04:00,19.3736191961783,19.585134561055348,19.21897466845994,19.454435348510742,183497000
2021-08-02 00:00:00-04:00,19.654975725192713,19.915378880901837,19.316749821197465,19.70486068725586,217444000
2021-08-03 00:00:00-04:00,19.694886903097746,20.175785713093944,19.176074829948746,19.769716262817383,301811000
2021-08-04 00:00:00-04:00,19.94430985832058,20.27156118889958,19.782679477126937,20.2276611328125,231309000
2021-08-05 00:00:00-04:00,20.45314818824978,20.685615479502886,20.295508346135612,20.589834213256836,211435000
2021-08-06 00:00:00-04:00,20.477095961490413,20.52299036416041,20.16381247563589,20.319456100463867,178497000
2021-08-09 00:00:00-04:00,20.399269221353503,20.461127792585444,20.096962239032255,20.248615264892578,146443000
2021-08-10 00:00:00-04:00,20.27555363193905,20.383306595035517,19.78966527712816,19.89043617248535,179238000
2021-08-11 00:00:00-04:00,19.99719201633086,20.003178821250415,19.385594031751758,19.65397834777832,185925000
2021-08-12 00:00:00-04:00,19.824592465890316,19.98322760034006,19.575163784101502,19.859512329101562,151652000
2021-08-13 00:00:00-04:00,19.859506824153872,20.167800604611397,19.805629391282583,20.14185905456543,183063000
2021-08-16 00:00:00-04:00,20.088984173742237,20.24063722279305,19.408541689128278,19.904407501220703,210876000
2021-08-17 00:00:00-04:00,19.6400147015438,19.72482144649212,19.222970658709436,19.41353416442871,204585000
2021-08-18 00:00:00-04:00,19.455432507309833,19.589127025061778,18.95657526353266,18.996484756469727,285913000
2021-08-19 00:00:00-04:00,19.449444360898706,20.448157848964946,18.719117056246247,19.752750396728516,766555000
2021-08-20 00:00:00-04:00,19.945311597000565,20.817314696928367,19.887445490471492,20.7684268951416,675741000
2021-08-23 00:00:00-04:00,20.92307217475191,21.946726358583017,20.902120260869,21.90781593322754,575807000
